Id,Business Date,Security Id,Symbol,Security Name,Open Price,High Price,Low Price,Close Price,Total Traded Quantity,Total Traded Value,Previous Day Close Price,Fifty Two Week High,Fifty Two Week Low,Last Updated Time,Last Updated Price,Total Trades,Average Traded Price,Market Capitalization
214,2024-11-25,8023,MMF1,Mega Mutual Fund -1,8.79,9.1,8.67,8.94,25760,230830.2,8.95,9.62,6.53,2024-11-25T14:58:12.306001,8.94,39,8.96,1117.5
219,2024-11-26,8023,MMF1,Mega Mutual Fund -1,9.0,9.09,8.92,8.98,39675,356518.0,8.94,9.62,6.53,2024-11-26T14:57:11.473243,8.98,46,8.98,1122.5
215,2024-11-27,8023,MMF1,Mega Mutual Fund -1,8.98,9.02,8.92,9.02,70050,629442.0,8.98,9.62,6.53,2024-11-27T14:59:10.100723,9.02,32,8.98,1127.5
226,2024-11-28,8023,MMF1,Mega Mutual Fund -1,8.92,9.23,8.92,9.02,202550,1867558.51,9.02,9.62,6.53,2024-11-28T14:24:48.440586,9.02,34,9.22,1127.5
189,2024-12-01,8023,MMF1,Mega Mutual Fund -1,8.93,9.38,8.8,9.38,190938,1766076.2,9.02,9.62,6.53,2024-12-01T14:59:14.555625,9.38,55,9.24,1172.5
210,2024-12-02,8023,MMF1,Mega Mutual Fund -1,9.5,9.72,9.1,9.15,412030,3967919.1,9.38,9.72,6.53,2024-12-02T14:42:47.320065,9.15,47,9.63,1143.75
208,2024-12-03,8023,MMF1,Mega Mutual Fund -1,9.01,9.33,8.99,9.02,56010,511726.2,9.15,9.72,6.53,2024-12-03T14:58:22.608437,9.02,47,9.13,1127.5
220,2024-12-04,8023,MMF1,Mega Mutual Fund -1,9.03,9.3,9.03,9.23,95536,877982.97,9.02,9.72,6.53,2024-12-04T14:59:02.431362,9.23,65,9.19,1153.75
207,2024-12-05,8023,MMF1,Mega Mutual Fund -1,9.4,9.55,9.06,9.2,36333,331946.92,9.23,9.72,6.53,2024-12-05T14:58:16.619188,9.2,49,9.13,1150.0
214,2024-12-08,8023,MMF1,Mega Mutual Fund -1,9.2,9.48,9.03,9.15,21924,200847.54,9.2,9.72,6.53,2024-12-08T14:59:50.657153,9.15,46,9.16,1143.75
210,2024-12-09,8023,MMF1,Mega Mutual Fund -1,9.15,9.23,9.02,9.22,22272,202433.75,9.15,9.72,6.53,2024-12-09T14:57:37.302346,9.22,38,9.08,1152.5
204,2024-12-10,8023,MMF1,Mega Mutual Fund -1,9.22,9.22,9.04,9.06,3111,28175.66,9.22,9.72,6.53,2024-12-10T14:53:43.351443,9.06,18,9.05,1132.5
206,2024-12-11,8023,MMF1,Mega Mutual Fund -1,8.91,9.0,8.75,9.0,23923,213876.85,9.06,9.72,6.53,2024-12-11T14:48:14.276136,9.0,27,8.94,1125.0
199,2024-12-12,8023,MMF1,Mega Mutual Fund -1,8.95,9.36,8.95,9.14,6140,55851.4,9.0,9.72,6.53,2024-12-12T14:08:05.386977,9.14,17,9.09,1142.5
206,2024-12-16,8023,MMF1,Mega Mutual Fund -1,8.96,8.99,8.96,8.97,6900,61887.0,9.14,9.72,6.53,2024-12-16T14:52:18.610255,8.97,18,8.96,1121.25
179,2024-12-17,8023,MMF1,Mega Mutual Fund -1,8.97,8.97,8.8,8.86,8420,74946.4,8.97,9.72,6.53,2024-12-17T14:49:22.188605,8.86,19,8.9,1107.5
141,2024-12-18,8023,MMF1,Mega Mutual Fund -1,8.69,9.0,8.69,8.82,17210,152330.5,8.86,9.72,6.53,2024-12-18T14:39:42.586959,8.82,23,8.85,1102.5
210,2024-12-19,8023,MMF1,Mega Mutual Fund -1,8.81,9.01,8.7,8.73,25500,224177.0,8.82,9.72,6.53,2024-12-19T14:58:20.594287,8.73,21,8.79,1091.25
213,2024-12-22,8023,MMF1,Mega Mutual Fund -1,8.72,8.8,8.6,8.8,10195,88996.0,8.73,9.72,6.53,2024-12-22T14:34:25.212638,8.8,32,8.72,1100.0
192,2024-12-23,8023,MMF1,Mega Mutual Fund -1,8.67,8.9,8.67,8.9,13900,122433.0,8.8,9.72,6.53,2024-12-23T14:56:57.545076,8.9,26,8.8,1112.5
247,2024-12-24,8023,MMF1,Mega Mutual Fund -1,8.75,9.09,8.75,9.0,39030,347841.5,8.9,9.72,6.53,2024-12-24T14:58:56.524702,9.0,46,8.91,1125.0
217,2024-12-26,8023,MMF1,Mega Mutual Fund -1,8.82,8.85,8.66,8.73,13100,114970.0,9.0,9.72,6.53,2024-12-26T14:55:57.669853,8.73,19,8.77,1091.25
199,2024-12-29,8023,MMF1,Mega Mutual Fund -1,8.6,8.9,8.6,8.73,18990,166736.8,8.73,9.72,6.53,2024-12-29T14:43:37.759538,8.73,29,8.78,1091.25
